Broj_police,Starost,Kanal_prodaje,Regija,Premija,Broj_šteta,Iznos_štete
5615,64,Web,Dalmacija,257.34,1,2269.48
5616,42,Broker,Zagreb,243.76,0,0.0
5617,42,Broker,Slavonija,247.13,0,0.0
5618,34,IPM,Dalmacija,264.81,1,1757.75
5619,29,Web,Istra i Kvarner,247.23,0,0.0
5620,69,IPM,Slavonija,250.11,0,0.0
5621,28,IPM,Slavonija,248.01,0,0.0
5622,27,Broker,Dalmacija,278.69,0,0.0
5623,77,Broker,Dalmacija,255.77,0,0.0
5624,71,Banka,Dalmacija,230.86,0,0.0
5625,80,IPM,Slavonija,237.01,0,0.0
5626,37,Broker,Zagreb,276.55,0,0.0
5627,22,Web,Slavonija,268.87,0,0.0
5628,58,IPM,Dalmacija,259.92,0,0.0
5629,80,Web,Dalmacija,264.89,1,1045.33
5630,73,IPM,Zagreb,256.36,0,0.0
5631,49,Banka,Slavonija,259.46,0,0.0
5632,44,Web,Slavonija,238.93,0,0.0
5633,65,IPM,Istra i Kvarner,248.2,0,0.0
5634,24,IPM,Slavonija,262.75,0,0.0
5635,63,IPM,Slavonija,241.47,0,0.0
5636,35,IPM,Zagreb,251.24,0,0.0
5637,55,Web,Slavonija,244.48,0,0.0
5638,82,Broker,Zagreb,277.0,0,0.0
5639,34,IPM,Dalmacija,260.24,0,0.0
5640,55,IPM,Dalmacija,236.66,0,0.0
5641,80,Web,Slavonija,241.69,2,1397.47
5642,59,Broker,Slavonija,253.23,0,0.0
5643,25,IPM,Dalmacija,258.19,0,0.0
5644,47,IPM,Zagreb,278.35,0,0.0
5645,81,Web,Zagreb,272.58,0,0.0
5646,26,IPM,Istra i Kvarner,238.91,0,0.0
5647,74,IPM,Dalmacija,263.31,1,1478.22
5648,76,Banka,Dalmacija,268.2,0,0.0
5649,84,Web,Zagreb,265.36,0,0.0
5650,22,Web,Zagreb,267.17,0,0.0
5651,21,Banka,Zagreb,286.28,1,1805.07
5652,25,Web,Zagreb,277.76,0,0.0
5653,59,IPM,Dalmacija,258.73,1,125.04
5654,52,IPM,Zagreb,279.47,0,0.0
5655,30,IPM,Dalmacija,255.7,0,0.0
5656,22,IPM,Zagreb,268.28,0,0.0
5657,57,Web,Zagreb,242.03,0,0.0
5658,36,Broker,Istra i Kvarner,252.9,0,0.0
5659,21,Broker,Zagreb,286.38,1,1109.29
5660,76,Web,Zagreb,279.72,0,0.0
5661,35,IPM,Zagreb,262.69,0,0.0
5662,41,IPM,Zagreb,265.45,1,1451.37
5663,48,Broker,Slavonija,286.86,0,0.0
5664,75,Web,Zagreb,280.8,0,0.0
5665,45,Web,Slavonija,214.78,0,0.0
5666,26,Banka,Dalmacija,241.39,1,2334.89
5667,62,Banka,Slavonija,246.74,1,230.89
5668,66,Broker,Zagreb,254.57,0,0.0
5669,19,IPM,Slavonija,248.05,0,0.0
5670,23,Banka,Zagreb,266.87,0,0.0
5671,46,Broker,Slavonija,252.94,0,0.0
5672,43,IPM,Slavonija,245.73,0,0.0
5673,45,Web,Zagreb,263.45,0,0.0
5674,24,IPM,Dalmacija,244.92,1,2919.26
5675,51,Broker,Istra i Kvarner,262.71,0,0.0
5676,73,IPM,Dalmacija,250.96,1,1778.68
5677,27,Web,Zagreb,271.45,0,0.0
5678,74,IPM,Slavonija,255.27,0,0.0
5679,64,Banka,Istra i Kvarner,249.98,0,0.0
5680,44,IPM,Zagreb,256.74,0,0.0
5681,56,IPM,Dalmacija,260.3,0,0.0
5682,39,Web,Zagreb,264.7,0,0.0
5683,36,Broker,Zagreb,269.35,0,0.0
5684,26,IPM,Dalmacija,227.3,0,0.0
5685,36,IPM,Dalmacija,262.33,0,0.0
5686,19,Banka,Dalmacija,251.87,0,0.0
5687,78,Web,Istra i Kvarner,254.27,0,0.0
5688,76,Broker,Zagreb,288.43,0,0.0
5689,50,IPM,Zagreb,288.57,0,0.0
5690,82,Web,Istra i Kvarner,239.44,0,0.0
5691,42,IPM,Zagreb,275.2,0,0.0
5692,45,IPM,Slavonija,248.71,0,0.0
5693,35,Web,Slavonija,247.29,1,910.2
5694,80,Web,Zagreb,261.73,0,0.0
5695,66,Banka,Zagreb,298.51,0,0.0
5696,83,IPM,Slavonija,265.21,0,0.0
5697,57,Web,Dalmacija,256.65,1,2263.04
5698,83,Web,Dalmacija,270.35,0,0.0
5699,21,Broker,Slavonija,257.12,0,0.0
5700,51,IPM,Slavonija,245.45,0,0.0
5701,22,IPM,Zagreb,268.05,0,0.0
5702,39,IPM,Zagreb,281.36,0,0.0
5703,37,Web,Slavonija,229.33,1,1086.5
5704,64,IPM,Zagreb,289.3,0,0.0
5705,51,Broker,Zagreb,248.13,0,0.0
5706,61,IPM,Slavonija,266.54,0,0.0
5707,23,Broker,Slavonija,257.45,0,0.0
5708,73,IPM,Zagreb,307.19,0,0.0
5709,46,Web,Slavonija,252.7,0,0.0
5710,70,Broker,Slavonija,259.84,1,113.72
5711,18,IPM,Zagreb,286.5,0,0.0
5712,76,Broker,Istra i Kvarner,236.72,0,0.0
5713,65,Web,Zagreb,257.39,1,257.16
5714,24,Broker,Dalmacija,235.99,0,0.0
5715,49,Web,Zagreb,274.46,0,0.0
5716,78,IPM,Dalmacija,249.89,0,0.0
5717,74,IPM,Zagreb,275.56,0,0.0
5718,68,IPM,Dalmacija,257.41,1,408.65
5719,36,IPM,Zagreb,262.74,0,0.0
5720,44,IPM,Dalmacija,262.58,1,670.65
5721,80,IPM,Slavonija,256.46,0,0.0
5722,77,Web,Zagreb,301.08,0,0.0
5723,78,Banka,Dalmacija,256.46,0,0.0
5724,78,IPM,Zagreb,273.85,0,0.0
5725,62,IPM,Istra i Kvarner,282.21,0,0.0
5726,38,Web,Zagreb,273.61,0,0.0
5727,61,IPM,Slavonija,254.34,0,0.0
5728,18,IPM,Dalmacija,256.52,0,0.0
5729,61,IPM,Zagreb,290.36,1,1269.6
5730,79,Broker,Zagreb,276.41,0,0.0
5731,78,Broker,Dalmacija,291.51,0,0.0
5732,67,IPM,Dalmacija,241.4,0,0.0
5733,58,Web,Istra i Kvarner,272.34,0,0.0
5734,50,Web,Zagreb,250.87,0,0.0
5735,29,Web,Slavonija,235.23,0,0.0
5736,19,Web,Zagreb,249.32,0,0.0
5737,38,Web,Zagreb,259.73,0,0.0
5738,31,IPM,Dalmacija,225.46,1,322.67
5739,51,IPM,Zagreb,276.79,0,0.0
5740,81,Web,Slavonija,236.61,0,0.0
5741,40,Broker,Slavonija,272.72,0,0.0
5742,67,Web,Dalmacija,257.54,0,0.0
5743,31,Broker,Istra i Kvarner,251.0,0,0.0
5744,63,Broker,Slavonija,253.99,0,0.0
5745,22,IPM,Slavonija,259.69,0,0.0
5746,83,Web,Dalmacija,267.89,0,0.0
5747,39,Web,Slavonija,242.54,0,0.0
5748,19,Broker,Zagreb,263.75,0,0.0
5749,46,Broker,Zagreb,281.84,0,0.0
5750,78,Web,Zagreb,300.89,0,0.0
5751,33,IPM,Slavonija,229.57,0,0.0
5752,81,Banka,Dalmacija,255.99,1,391.87
5753,31,IPM,Zagreb,296.3,0,0.0
5754,60,Banka,Zagreb,285.16,0,0.0
5755,60,Broker,Istra i Kvarner,254.98,1,1163.82
5756,72,IPM,Dalmacija,258.11,0,0.0
5757,48,Web,Slavonija,277.05,0,0.0
5758,57,Web,Zagreb,288.12,0,0.0
5759,44,Web,Zagreb,249.41,0,0.0
5760,69,IPM,Zagreb,273.6,0,0.0
5761,24,Banka,Zagreb,276.44,0,0.0
5762,63,Broker,Zagreb,291.93,0,0.0
5763,50,Broker,Slavonija,251.25,0,0.0
5764,25,IPM,Zagreb,275.26,0,0.0
5765,22,Broker,Zagreb,275.7,0,0.0
5766,78,Banka,Zagreb,278.96,0,0.0
5767,77,IPM,Slavonija,248.6,0,0.0
5768,41,IPM,Slavonija,243.71,1,1268.91
5769,24,IPM,Slavonija,247.78,0,0.0
5770,78,Broker,Zagreb,280.03,0,0.0
5771,53,Web,Zagreb,285.24,1,694.73
5772,44,Banka,Zagreb,320.15,0,0.0
5773,46,IPM,Zagreb,253.07,0,0.0
5774,37,Banka,Dalmacija,258.81,0,0.0
5775,20,IPM,Istra i Kvarner,272.14,0,0.0
5776,56,IPM,Slavonija,238.4,0,0.0
5777,62,Web,Istra i Kvarner,260.27,0,0.0
5778,48,IPM,Slavonija,244.53,0,0.0
5779,55,Broker,Zagreb,266.48,0,0.0
5780,23,IPM,Istra i Kvarner,239.0,1,4298.63
5781,25,Web,Zagreb,273.5,0,0.0
5782,45,Web,Slavonija,248.08,1,2235.46
5783,32,Web,Zagreb,287.43,0,0.0
5784,25,IPM,Zagreb,251.17,0,0.0
5785,71,IPM,Slavonija,262.75,0,0.0
5786,23,Broker,Slavonija,262.42,0,0.0
5787,46,IPM,Zagreb,280.1,0,0.0
5788,51,Broker,Zagreb,312.75,0,0.0
5789,24,Broker,Zagreb,295.35,2,5720.68
5790,57,IPM,Istra i Kvarner,242.49,0,0.0
5791,30,IPM,Dalmacija,232.16,0,0.0
5792,79,Web,Slavonija,239.68,0,0.0
5793,82,Broker,Zagreb,265.41,0,0.0
5794,58,Broker,Dalmacija,222.58,0,0.0
5795,59,Web,Zagreb,283.16,0,0.0
5796,83,Banka,Zagreb,253.32,1,5163.46
5797,28,IPM,Zagreb,278.84,0,0.0
5798,67,Broker,Dalmacija,264.07,0,0.0
5799,52,Broker,Zagreb,298.09,0,0.0
5800,37,IPM,Zagreb,270.85,0,0.0
5801,45,IPM,Slavonija,239.26,0,0.0
5802,54,IPM,Zagreb,297.05,0,0.0
5803,20,IPM,Slavonija,272.6,0,0.0
5804,76,Broker,Slavonija,260.24,0,0.0
5805,44,IPM,Slavonija,239.62,0,0.0
5806,49,IPM,Zagreb,253.27,0,0.0
5807,65,IPM,Zagreb,293.42,1,2792.5
5808,63,Broker,Dalmacija,249.08,0,0.0
5809,64,Web,Dalmacija,268.6,2,5564.46
5810,57,Web,Zagreb,264.02,0,0.0
5811,20,IPM,Zagreb,293.29,0,0.0
5812,46,Broker,Zagreb,298.22,0,0.0
5813,75,Broker,Slavonija,246.37,0,0.0
5814,67,IPM,Dalmacija,254.63,0,0.0
5815,27,IPM,Zagreb,255.84,0,0.0
5816,78,IPM,Slavonija,232.96,0,0.0
5817,78,IPM,Dalmacija,254.76,0,0.0
5818,40,Web,Istra i Kvarner,241.9,0,0.0
5819,23,Broker,Zagreb,278.97,0,0.0
5820,77,Web,Zagreb,277.7,1,897.49
5821,44,Broker,Zagreb,285.77,0,0.0
5822,72,Web,Dalmacija,257.95,0,0.0
5823,48,Banka,Dalmacija,263.81,1,1490.21
5824,47,Banka,Slavonija,253.41,1,479.48
5825,84,IPM,Zagreb,280.07,0,0.0
5826,30,IPM,Zagreb,274.97,0,0.0
5827,76,Web,Zagreb,292.32,0,0.0
5828,71,IPM,Slavonija,277.61,1,302.0
5829,38,IPM,Zagreb,287.37,0,0.0
5830,60,Web,Zagreb,283.21,0,0.0
5831,28,Broker,Dalmacija,246.74,0,0.0
5832,84,Web,Zagreb,279.01,0,0.0
5833,55,Broker,Slavonija,244.08,0,0.0
5834,41,Web,Zagreb,264.84,0,0.0
5835,68,Banka,Dalmacija,247.06,1,838.62
5836,78,Web,Slavonija,276.84,0,0.0
5837,63,Broker,Istra i Kvarner,248.73,0,0.0
5838,60,Web,Slavonija,274.35,0,0.0
5839,44,Web,Istra i Kvarner,235.42,0,0.0
5840,47,Web,Dalmacija,252.08,0,0.0
5841,80,Web,Slavonija,260.81,0,0.0
5842,27,IPM,Istra i Kvarner,261.58,0,0.0
5843,20,IPM,Zagreb,257.13,0,0.0
5844,77,IPM,Zagreb,254.94,0,0.0
5845,44,Broker,Zagreb,285.22,0,0.0
5846,62,IPM,Slavonija,241.7,0,0.0
5847,79,IPM,Dalmacija,259.52,0,0.0
5848,41,Banka,Dalmacija,271.54,0,0.0
5849,63,IPM,Zagreb,264.17,0,0.0
5850,61,Web,Slavonija,242.17,0,0.0
5851,80,IPM,Zagreb,241.57,0,0.0
5852,21,Broker,Slavonija,262.02,1,5211.0
5853,33,Broker,Zagreb,310.15,0,0.0
5854,68,Broker,Istra i Kvarner,231.3,0,0.0
5855,65,Web,Zagreb,295.53,0,0.0
5856,82,Banka,Zagreb,297.03,0,0.0
5857,62,IPM,Dalmacija,261.76,0,0.0
5858,20,IPM,Slavonija,240.92,0,0.0
5859,34,IPM,Zagreb,270.98,0,0.0
5860,54,Web,Slavonija,258.29,0,0.0
5861,22,Web,Zagreb,283.63,0,0.0
5862,64,Web,Istra i Kvarner,246.24,0,0.0
5863,61,IPM,Slavonija,256.91,0,0.0
5864,50,Web,Zagreb,269.04,0,0.0
5865,38,Banka,Slavonija,248.31,0,0.0
5866,84,Web,Zagreb,271.65,0,0.0
5867,49,Banka,Dalmacija,266.42,0,0.0
5868,41,IPM,Istra i Kvarner,228.57,1,2505.5
5869,52,Broker,Dalmacija,259.75,1,1104.15
5870,35,Web,Zagreb,280.93,0,0.0
5871,84,IPM,Zagreb,237.56,0,0.0
5872,71,IPM,Zagreb,289.37,0,0.0
5873,43,Web,Slavonija,264.94,0,0.0
5874,77,Broker,Slavonija,243.92,0,0.0
5875,82,Web,Slavonija,257.27,0,0.0
5876,68,IPM,Istra i Kvarner,254.01,0,0.0
5877,77,Broker,Zagreb,311.83,0,0.0
5878,76,Web,Zagreb,283.29,0,0.0
5879,34,Web,Zagreb,276.75,0,0.0
5880,38,Web,Zagreb,293.07,0,0.0
5881,84,IPM,Zagreb,301.53,1,266.42
5882,45,Web,Slavonija,281.08,0,0.0
5883,61,IPM,Zagreb,265.14,0,0.0
5884,79,Broker,Zagreb,282.09,0,0.0
5885,59,Web,Dalmacija,240.68,0,0.0
5886,39,Web,Zagreb,313.3,0,0.0
5887,55,Web,Slavonija,250.71,0,0.0
5888,31,Broker,Zagreb,290.79,0,0.0
5889,43,Broker,Slavonija,247.52,0,0.0
5890,57,Web,Istra i Kvarner,257.49,0,0.0
5891,71,Banka,Zagreb,245.2,0,0.0
5892,30,Web,Slavonija,265.6,0,0.0
5893,36,Web,Dalmacija,269.54,0,0.0
5894,59,IPM,Slavonija,241.11,0,0.0
5895,58,Web,Zagreb,245.14,0,0.0
5896,67,IPM,Zagreb,299.47,0,0.0
5897,20,Broker,Slavonija,270.34,0,0.0
5898,48,IPM,Dalmacija,261.87,0,0.0
5899,32,Broker,Zagreb,271.95,1,1873.56
5900,71,Web,Zagreb,270.38,0,0.0
5901,70,Web,Zagreb,297.01,0,0.0
5902,62,Web,Zagreb,269.71,0,0.0
5903,55,IPM,Zagreb,277.6,0,0.0
5904,67,IPM,Zagreb,274.91,0,0.0
5905,41,IPM,Zagreb,280.41,0,0.0
5906,34,Web,Zagreb,273.23,0,0.0
5907,35,Web,Istra i Kvarner,250.15,0,0.0
5908,59,Banka,Zagreb,304.56,0,0.0
5909,34,IPM,Zagreb,283.66,0,0.0
5910,33,IPM,Zagreb,281.31,0,0.0
5911,69,Web,Istra i Kvarner,262.33,0,0.0
5912,53,Broker,Dalmacija,233.22,1,728.89
5913,56,Banka,Dalmacija,265.26,1,628.22
5914,42,Web,Zagreb,280.0,0,0.0
5915,59,Web,Dalmacija,240.74,0,0.0
5916,38,IPM,Slavonija,248.56,0,0.0
5917,76,Broker,Zagreb,283.8,0,0.0
5918,47,Web,Slavonija,251.29,0,0.0
5919,74,IPM,Dalmacija,266.29,0,0.0
5920,50,Web,Dalmacija,238.73,0,0.0
5921,70,IPM,Dalmacija,233.12,0,0.0
5922,33,Broker,Istra i Kvarner,238.57,0,0.0
5923,66,IPM,Zagreb,268.24,0,0.0
5924,22,Web,Slavonija,252.01,0,0.0
5925,77,IPM,Zagreb,269.53,0,0.0
5926,72,Banka,Dalmacija,232.19,1,1430.72
5927,52,Banka,Zagreb,252.67,0,0.0
5928,59,Web,Dalmacija,230.82,0,0.0
5929,41,Web,Zagreb,270.24,0,0.0
5930,72,Broker,Zagreb,261.62,0,0.0
5931,31,IPM,Zagreb,268.67,1,149.7
5932,72,IPM,Zagreb,296.9,0,0.0
5933,32,IPM,Dalmacija,232.45,0,0.0
5934,22,Broker,Zagreb,279.94,0,0.0
5935,21,IPM,Slavonija,232.23,0,0.0
5936,47,Banka,Zagreb,252.97,0,0.0
5937,70,Web,Zagreb,281.13,0,0.0
5938,47,IPM,Zagreb,286.14,0,0.0
5939,78,IPM,Zagreb,288.02,0,0.0
5940,72,IPM,Dalmacija,266.66,0,0.0
5941,59,Web,Slavonija,247.34,0,0.0
5942,46,IPM,Zagreb,279.54,0,0.0
5943,52,IPM,Slavonija,244.22,1,234.24
5944,62,Broker,Zagreb,296.33,0,0.0
5945,46,Broker,Zagreb,259.96,0,0.0
5946,20,IPM,Slavonija,257.51,0,0.0
5947,74,IPM,Zagreb,257.42,0,0.0
5948,83,IPM,Slavonija,251.65,0,0.0
5949,39,Web,Slavonija,225.9,0,0.0
5950,44,Broker,Dalmacija,253.4,0,0.0
5951,39,IPM,Istra i Kvarner,279.61,0,0.0
5952,66,IPM,Zagreb,265.78,0,0.0
5953,41,Banka,Zagreb,271.0,0,0.0
5954,44,Web,Zagreb,289.3,0,0.0
5955,53,IPM,Zagreb,275.74,0,0.0
5956,34,Web,Dalmacija,268.33,0,0.0
5957,73,IPM,Dalmacija,255.9,0,0.0
5958,27,IPM,Slavonija,263.13,0,0.0
5959,71,Banka,Slavonija,220.33,0,0.0
5960,55,Broker,Zagreb,276.52,0,0.0
5961,21,Web,Slavonija,233.38,0,0.0
5962,67,Broker,Dalmacija,244.08,0,0.0
5963,78,Web,Slavonija,256.48,1,2171.51
5964,38,Banka,Zagreb,271.21,0,0.0
5965,53,Web,Slavonija,238.24,1,551.66
5966,63,Broker,Zagreb,295.69,0,0.0
5967,61,Broker,Slavonija,265.11,0,0.0
5968,81,IPM,Slavonija,229.42,0,0.0
5969,35,Broker,Zagreb,287.58,0,0.0
5970,30,Broker,Dalmacija,252.55,0,0.0
5971,30,Banka,Dalmacija,253.54,2,553.8
5972,42,IPM,Zagreb,300.67,0,0.0
5973,22,Broker,Istra i Kvarner,252.32,0,0.0
5974,56,Broker,Slavonija,260.71,0,0.0
5975,46,IPM,Dalmacija,253.21,1,916.33
5976,74,Broker,Dalmacija,253.29,0,0.0
5977,63,IPM,Slavonija,236.12,0,0.0
5978,50,IPM,Dalmacija,286.81,1,614.48
5979,27,Web,Zagreb,224.25,0,0.0
5980,75,Web,Zagreb,263.03,0,0.0
5981,42,Web,Slavonija,242.67,0,0.0
5982,56,IPM,Dalmacija,263.63,0,0.0
5983,33,Broker,Dalmacija,228.84,0,0.0
5984,77,IPM,Slavonija,247.37,0,0.0
5985,45,IPM,Slavonija,261.8,0,0.0
5986,61,IPM,Zagreb,254.91,0,0.0
5987,75,Web,Istra i Kvarner,247.95,0,0.0
5988,49,Broker,Zagreb,272.23,0,0.0
5989,80,Web,Dalmacija,241.03,0,0.0
5990,62,Broker,Slavonija,250.55,0,0.0
5991,70,IPM,Slavonija,243.62,0,0.0
5992,78,Web,Zagreb,290.97,0,0.0
5993,67,Web,Istra i Kvarner,257.94,0,0.0
5994,44,Web,Slavonija,247.23,0,0.0
5995,43,IPM,Istra i Kvarner,250.99,0,0.0
5996,20,Web,Zagreb,268.58,1,1973.29
5997,56,Web,Slavonija,270.05,0,0.0
5998,82,Banka,Dalmacija,256.78,0,0.0
5999,52,Web,Dalmacija,247.9,0,0.0
6000,70,IPM,Istra i Kvarner,256.58,0,0.0
6001,63,Web,Zagreb,306.16,0,0.0
6002,39,IPM,Zagreb,263.69,0,0.0
6003,77,Broker,Slavonija,263.27,0,0.0
6004,23,Web,Zagreb,281.83,1,1018.2
6005,69,IPM,Istra i Kvarner,246.76,0,0.0
6006,46,Broker,Zagreb,262.96,0,0.0
6007,60,Web,Slavonija,262.89,0,0.0
6008,51,IPM,Zagreb,279.8,0,0.0
6009,48,Web,Slavonija,271.66,0,0.0
6010,63,IPM,Zagreb,294.27,0,0.0
6011,21,Broker,Zagreb,279.96,0,0.0
6012,19,Broker,Zagreb,263.09,0,0.0
6013,22,Broker,Zagreb,308.9,0,0.0
6014,63,Web,Istra i Kvarner,240.71,0,0.0
6015,36,Web,Zagreb,288.7,0,0.0
6016,55,Banka,Slavonija,223.42,0,0.0
6017,76,IPM,Istra i Kvarner,273.56,0,0.0
6018,37,Web,Dalmacija,219.49,0,0.0
6019,70,Web,Istra i Kvarner,245.3,0,0.0
6020,72,IPM,Istra i Kvarner,234.07,0,0.0
6021,56,Web,Slavonija,270.93,0,0.0
6022,53,Broker,Slavonija,238.87,0,0.0
6023,75,Broker,Zagreb,283.73,0,0.0
6024,32,IPM,Slavonija,254.0,1,1310.17
6025,18,IPM,Dalmacija,228.32,1,1536.29
6026,26,IPM,Slavonija,265.43,0,0.0
6027,40,Broker,Dalmacija,249.76,0,0.0
6028,69,IPM,Dalmacija,272.61,2,1437.22
6029,43,Banka,Zagreb,285.12,0,0.0
6030,77,IPM,Dalmacija,238.6,0,0.0
6031,35,Web,Slavonija,246.98,0,0.0
6032,75,IPM,Zagreb,271.21,0,0.0
6033,82,Banka,Dalmacija,261.67,1,10181.1
6034,31,IPM,Slavonija,261.18,1,1929.25
6035,63,Web,Dalmacija,239.9,0,0.0
6036,49,IPM,Slavonija,264.21,0,0.0
6037,68,Banka,Zagreb,281.71,0,0.0
6038,32,Broker,Dalmacija,260.04,0,0.0
6039,70,IPM,Slavonija,257.77,0,0.0
6040,32,Broker,Zagreb,288.68,0,0.0
6041,47,Web,Zagreb,259.61,0,0.0
6042,41,IPM,Dalmacija,252.85,0,0.0
6043,52,Web,Zagreb,291.62,0,0.0
6044,29,IPM,Dalmacija,266.74,0,0.0
6045,63,Banka,Zagreb,293.38,0,0.0
6046,53,Banka,Slavonija,236.71,0,0.0
6047,65,IPM,Istra i Kvarner,281.17,0,0.0
6048,84,Web,Zagreb,304.12,0,0.0
6049,71,Broker,Slavonija,237.02,0,0.0
6050,53,Broker,Dalmacija,245.51,0,0.0
6051,69,Web,Dalmacija,260.28,0,0.0
6052,39,Broker,Slavonija,239.18,0,0.0
6053,55,Web,Slavonija,258.73,0,0.0
6054,79,IPM,Dalmacija,253.18,0,0.0
6055,82,Broker,Dalmacija,269.33,0,0.0
6056,20,Web,Dalmacija,256.45,1,1988.28
6057,25,Web,Zagreb,241.5,0,0.0
6058,56,Web,Istra i Kvarner,262.94,0,0.0
6059,35,Broker,Slavonija,268.44,0,0.0
6060,20,Broker,Zagreb,273.96,0,0.0
6061,35,Web,Zagreb,277.44,0,0.0
6062,18,IPM,Zagreb,277.49,0,0.0
6063,43,Web,Zagreb,265.34,0,0.0
6064,69,Web,Zagreb,315.75,0,0.0
6065,29,IPM,Zagreb,262.09,0,0.0
6066,55,Banka,Slavonija,263.92,0,0.0
6067,58,Web,Zagreb,290.24,0,0.0
6068,70,IPM,Zagreb,267.45,0,0.0
6069,30,IPM,Zagreb,259.55,0,0.0
6070,30,IPM,Zagreb,273.24,0,0.0
6071,35,Broker,Zagreb,286.51,0,0.0
6072,36,IPM,Slavonija,254.6,1,2646.4
6073,36,IPM,Istra i Kvarner,277.24,0,0.0
6074,65,Web,Dalmacija,241.19,0,0.0
6075,45,IPM,Dalmacija,241.55,0,0.0
6076,36,IPM,Zagreb,289.55,1,758.87
6077,65,IPM,Zagreb,247.47,0,0.0
6078,46,Web,Zagreb,265.71,0,0.0
6079,65,Web,Dalmacija,248.04,0,0.0
6080,36,IPM,Zagreb,274.76,1,1006.86
6081,64,Web,Slavonija,242.38,0,0.0
6082,77,Broker,Zagreb,244.9,0,0.0
6083,65,IPM,Zagreb,298.34,0,0.0
6084,37,IPM,Istra i Kvarner,270.43,0,0.0
6085,36,IPM,Dalmacija,225.03,0,0.0
6086,59,Web,Dalmacija,260.11,1,1075.01
6087,66,Banka,Slavonija,247.97,1,975.41
6088,32,IPM,Dalmacija,258.39,0,0.0
6089,77,Banka,Slavonija,254.21,0,0.0
6090,44,IPM,Istra i Kvarner,228.14,0,0.0
6091,72,Web,Zagreb,288.23,0,0.0
6092,32,Banka,Slavonija,241.72,0,0.0
6093,69,IPM,Slavonija,211.05,0,0.0
6094,48,Web,Zagreb,278.29,0,0.0
6095,24,IPM,Dalmacija,226.55,0,0.0
6096,30,Banka,Istra i Kvarner,267.17,0,0.0
6097,71,IPM,Slavonija,245.63,0,0.0
6098,30,Broker,Zagreb,276.3,0,0.0
6099,37,IPM,Slavonija,257.8,1,1705.38
6100,27,Broker,Dalmacija,251.57,0,0.0
6101,69,IPM,Slavonija,241.13,0,0.0
6102,54,Banka,Zagreb,293.64,0,0.0
6103,69,IPM,Slavonija,248.37,0,0.0
6104,44,Broker,Zagreb,256.45,0,0.0
6105,51,IPM,Dalmacija,255.32,0,0.0
6106,79,IPM,Zagreb,273.67,0,0.0
6107,33,Web,Slavonija,249.66,0,0.0
6108,76,IPM,Dalmacija,251.89,0,0.0
6109,38,IPM,Zagreb,275.92,0,0.0
6110,33,Broker,Zagreb,299.05,0,0.0
6111,30,Broker,Zagreb,261.78,0,0.0
6112,50,IPM,Zagreb,240.67,1,714.71
6113,71,Broker,Zagreb,275.01,0,0.0
6114,44,Web,Istra i Kvarner,262.48,0,0.0
6115,69,IPM,Dalmacija,226.54,0,0.0
6116,82,Banka,Dalmacija,255.47,0,0.0
6117,61,Web,Istra i Kvarner,228.9,0,0.0
6118,47,Broker,Zagreb,288.92,0,0.0
6119,40,IPM,Zagreb,275.18,0,0.0
6120,33,Web,Zagreb,260.48,0,0.0
6121,72,IPM,Dalmacija,225.95,0,0.0
6122,35,IPM,Slavonija,282.72,0,0.0
6123,34,IPM,Zagreb,313.04,0,0.0
6124,69,Broker,Zagreb,257.2,0,0.0
6125,62,Broker,Slavonija,233.46,0,0.0
6126,73,Banka,Slavonija,251.19,0,0.0
6127,71,Web,Dalmacija,244.22,1,2178.07
6128,26,IPM,Zagreb,269.62,0,0.0
6129,34,IPM,Istra i Kvarner,254.26,0,0.0
6130,44,IPM,Slavonija,278.77,1,308.13
6131,54,IPM,Dalmacija,270.43,0,0.0
6132,39,Banka,Istra i Kvarner,245.2,0,0.0
6133,84,Web,Istra i Kvarner,260.83,1,1507.38
6134,55,IPM,Zagreb,244.52,0,0.0
6135,61,IPM,Zagreb,277.24,0,0.0
6136,53,IPM,Slavonija,246.45,0,0.0
6137,42,Web,Slavonija,264.45,0,0.0
6138,59,Broker,Slavonija,259.33,0,0.0
6139,30,Web,Istra i Kvarner,254.63,0,0.0
6140,73,Broker,Zagreb,282.59,0,0.0
6141,68,Web,Slavonija,243.5,0,0.0
6142,67,IPM,Zagreb,290.97,0,0.0
6143,69,IPM,Dalmacija,256.9,0,0.0
6144,50,Broker,Istra i Kvarner,247.57,0,0.0
6145,42,Banka,Slavonija,251.48,0,0.0
6146,75,IPM,Zagreb,288.93,0,0.0
6147,57,Web,Dalmacija,264.08,2,2149.1
6148,55,Web,Slavonija,244.87,0,0.0
6149,20,Web,Zagreb,260.25,0,0.0
6150,33,Broker,Dalmacija,243.17,2,3524.65
6151,19,Web,Istra i Kvarner,243.94,1,3038.74
6152,40,Web,Slavonija,251.85,0,0.0
6153,47,IPM,Slavonija,267.96,0,0.0
6154,27,IPM,Zagreb,267.24,0,0.0
6155,82,IPM,Slavonija,255.82,0,0.0
6156,39,IPM,Slavonija,247.24,0,0.0
6157,69,Banka,Zagreb,275.32,0,0.0
6158,73,Banka,Zagreb,280.0,0,0.0
6159,50,IPM,Zagreb,294.83,0,0.0
6160,47,Broker,Zagreb,279.08,0,0.0
6161,41,IPM,Slavonija,211.28,0,0.0
6162,22,IPM,Slavonija,247.01,0,0.0
6163,70,IPM,Slavonija,273.54,0,0.0
